Year,GNI (current US$),"GNI per capita, PPP (current international $)","Life expectancy at birth, total (years)","GNI per capita, PPP (constant 2017 international $)","Primary education, duration (years)","Preprimary education, duration (years)","Secondary education, duration (years)","Population, total",Expected Years of Schooling,GNI per capital,Life Expectancy Index,Education Index,Income Index,Human Development Index
1975-02-01,162638641582.11917,980.0,60.99333333333333,2361.39,5.0,4.0,4.0,917585833.3333334,19.0,177.26163140195683,0.6306666666666667,1.0555555555555556,0.08644081502538342,0.6334400354867491
1975-03-01,161847786721.42834,980.0,61.06666666666667,2361.39,5.0,4.0,4.0,918776666.6666666,19.0,176.18368604628182,0.6317948717948718,1.0555555555555556,0.08549297686908074,0.6334400354867491
1975-04-01,161056931860.7375,980.0,61.14,2361.39,5.0,4.0,4.0,919967500.0,19.0,175.10574069060684,0.6329230769230769,1.0555555555555556,0.08454513871277804,0.6334400354867491
1975-05-01,160266077000.04666,980.0,61.21333333333333,2361.39,5.0,4.0,4.0,921158333.3333334,19.0,174.02779533493185,0.634051282051282,1.0555555555555556,0.08359730055647534,0.6334400354867491
1975-06-01,159475222139.35583,980.0,61.28666666666667,2361.39,5.0,4.0,4.0,922349166.6666666,19.0,172.94984997925684,0.6351794871794871,1.0555555555555556,0.08264946240017265,0.6334400354867491
1975-07-01,158684367278.66498,980.0,61.36,2361.39,5.0,4.0,4.0,923540000.0,19.0,171.87190462358186,0.6363076923076922,1.0555555555555556,0.08170162424386995,0.6334400354867491
1975-08-01,157893512417.97415,980.0,61.43333333333333,2361.39,5.0,4.0,4.0,924730833.3333334,19.0,170.79395926790687,0.6374358974358975,1.0555555555555556,0.08075378608756725,0.6334400354867491
1975-09-01,157102657557.28333,980.0,61.50666666666667,2361.39,5.0,4.0,4.0,925921666.6666666,19.0,169.71601391223186,0.6385641025641026,1.0555555555555556,0.07980594793126457,0.6334400354867491
1975-10-01,156311802696.5925,980.0,61.58,2361.39,5.0,4.0,4.0,927112500.0,19.0,168.63806855655687,0.6396923076923077,1.0555555555555556,0.07885810977496187,0.6334400354867491
1975-11-01,155520947835.90167,980.0,61.65333333333333,2361.39,5.0,4.0,4.0,928303333.3333334,19.0,167.5601232008819,0.6408205128205128,1.0555555555555556,0.07791027161865917,0.6334400354867491
